,license_plate,kreis_key,income_pp_2000,income_pp_2001,income_pp_2002,income_pp_2003,income_pp_2004,income_pp_2005,income_pp_2006,income_pp_2007,income_pp_2008,income_pp_2009,income_pp_2010,income_pp_2011,income_pp_2012,income_pp_2013,income_pp_2014,income_pp_2015,income_pp_2016,income_pp_2017,income_pp_2018,income_2000,income_2001,income_2002,income_2003,income_2004,income_2005,income_2006,income_2007,income_2008,income_2009,income_2010,income_2011,income_2012,income_2013,income_2014,income_2015,income_2016,income_2017,income_2018,crimes_2013,crimes_2014,crimes_2015,crimes_2016,crimes_2017,crimes_2018,crimes_2019,crimes_2020,population_1995,population_1996,population_1997,population_1998,population_1999,population_2000,population_2001,population_2002,population_2003,population_2004,population_2005,population_2006,population_2007,population_2008,population_2009,population_2010,population_2011,population_2012,population_2013,population_2014,population_2015,population_2016,population_2017,population_2018,population_2019,kreis_name
48,WAN,5916,13753,14390,14467,14692,14905,14887,14998,15166,15695,15559,15951,16332,16455,16371,16557,16829,16953,17327,17889,2344554,2434786,2434840,2457724,2473132,2449624,2447623,2449374,2503640,2453038,2490195,2534287,2545990,2529115,2558215,2612435,2649906,2714040,2798401,15483.0,14175.0,15579.0,14238.0,13197.0,13576.0,13000.0,12828.0,179963,179308,178291,177286,176185,175098,174262,173798,173239,172376,171312,170461,169283,167702,166207,165165,155171,154725,154490,154513,155230,156313,156632,156432,156412,"      Herne, kreisfreie Stadt"
49,HO,9464,15218,15603,15749,16240,16591,16606,16899,17159,17715,17566,18195,18883,18946,19047,19051,19637,19744,19849,20353,764477,778996,780538,795906,803830,795534,800299,803131,819894,803402,822015,844157,842842,847446,846310,873699,886954,904449,935029,4327.0,4713.0,4562.0,3711.0,3645.0,3830.0,3888.0,4547.0,52624,52456,52051,51612,51288,50979,50711,50434,49933,49462,48995,48443,47919,47507,47007,46498,44705,44486,44492,44424,44493,44922,45567,45940,45878,      Hof
50,IN,9161,16275,16945,17021,17384,17779,18057,18360,18882,19278,19083,19932,20414,21547,22016,22119,23076,23269,23634,24352,1870919,1968492,1999667,2061092,2122924,2171721,2226085,2305316,2370025,2358182,2474144,2557232,2736117,2829284,2876935,3039618,3095742,3177429,3314647,9946.0,9717.0,10687.0,10948.0,9906.0,9739.0,8990.0,8657.0,111445,112454,113212,113586,114252,115151,116539,117907,119049,119917,120718,121687,122512,123496,124207,124769,125270,126981,128511,130069,131720,133039,134442,136113,137187,      Ingolstadt
51,J,16053,13172,13525,13722,13827,13925,14074,14622,14941,15274,15577,15910,16172,16497,16796,16907,17454,17982,18534,18919,1320681,1366017,1391040,1412516,1436306,1451608,1509150,1544339,1586332,1631774,1681153,1717966,1759715,1802195,1825001,1900210,1976617,2051901,2104843,7609.0,7471.0,7046.0,7901.0,7780.0,7977.0,7689.0,6724.0,101724,100774,99958,99052,99419,99763,100174,101031,101232,102199,102263,102291,102390,102627,103538,104392,106228,106672,107297,107943,108867,109924,110710,111253,111375,"      Jena, kreisfreie Stadt"
52,KL,7312,14631,15195,15156,15431,15891,15986,16325,16501,16793,17204,17123,17436,17318,17484,17576,18103,18291,18613,19288,1441847,1493539,1484929,1504391,1544930,1546398,1567777,1577568,1598263,1648083,1653133,1686034,1680529,1698382,1709669,1773207,1809200,1851864,1924292,12852.0,12098.0,12857.0,12041.0,12132.0,12062.0,11551.0,10792.0,101957,101776,101433,101003,100357,99710,99798,99699,99391,99184,98872,98266,97963,97526,98319,99176,96698,97038,97137,97272,97951,98911,99493,99765,99938,"      Kaiserslautern, kreisfreie Stadt"
53,KA,8212,17289,18091,18134,18729,19116,19388,19761,19879,20187,19634,20066,20617,20852,20862,21279,21630,21855,22286,22814,4754141,4991282,5023240,5211301,5341023,5438040,5558997,5623365,5749636,5616992,5775624,5990264,6130806,6207764,6374655,6573521,6750499,6930105,7129395,31209.0,30867.0,33323.0,31821.0,27644.0,27437.0,27488.0,27133.0,276351,276441,276882,276554,276871,277882,278851,280422,282062,283415,284347,285756,286853,289305,290735,292770,290548,294014,297568,299577,303903,308877,310959,312506,312576,"      Karlsruhe, Stadtkreis"
54,KS,6611,14044,14786,14918,15344,15593,15689,16180,16415,16716,16952,17531,17744,17964,17852,18280,18589,18940,19329,19781,2714066,2843167,2860533,2935627,2981818,2997250,3079777,3115736,3174529,3223762,3341932,3395826,3455614,3453997,3553977,3650310,3759985,3863751,3979223,19545.0,21009.0,20931.0,19431.0,18382.0,18025.0,18358.0,16257.0,201628,201227,200248,198763,197141,195321,194678,194587,194082,193950,194276,193842,193418,193618,194212,194712,191375,192364,193481,194417,196366,198523,199899,201161,201861,"      Kassel, kreisfreie Stadt"
55,KF,9762,16763,17416,17324,17673,18099,18206,18486,18641,19278,19097,19818,20574,21163,20978,20963,21497,21630,21984,22598,698951,730058,732570,750052,765759,766425,773490,778447,805026,795666,824232,854086,878593,874063,878085,910885,928653,952034,987203,2646.0,2793.0,2565.0,2559.0,2765.0,2790.0,2270.0,2226.0,42694,42681,42359,41953,41787,41834,42087,42480,42662,42545,42320,42040,42040,42037,41918,41925,41512,41515,41665,41887,42373,42933,43306,43686,44146,      Kaufbeuren
56,KE,9763,17206,18069,17900,18251,18515,18787,19202,19434,19735,19264,19817,20638,20569,21039,20857,21066,21188,21414,22064,1074094,1131259,1124519,1148386,1166493,1184003,1211099,1230897,1258319,1233080,1269606,1325372,1325940,1364090,1362652,1396349,1424649,1454678,1513995,4368.0,4430.0,4313.0,4699.0,4486.0,4375.0,3608.0,3661.0,61539,61632,61559,61437,61356,61330,61474,61588,61572,61529,61485,61442,61512,61900,61918,61937,64221,64463,64835,65334,66286,67238,67930,68619,69029,      Kempten (Allgäu)
57,KI,1002,14348,14833,14909,15295,15354,15770,15940,16322,16563,16675,16771,17055,17416,17906,17677,18119,18469,18943,19392,3313677,3411585,3431297,3523572,3534718,3638811,3691652,3797488,3869015,3903615,3939614,4034330,4158259,4310035,4283943,4434181,4559584,4692052,4804347,24043.0,24380.0,26078.0,25908.0,23934.0,24621.0,22452.0,21384.0,246310,244880,242122,238927,235579,232972,232294,232866,233118,232928,233631,234470,235823,236880,237516,238440,236552,238767,240700,242341,244727,246874,247692,247746,247171,"      Kiel, Landeshauptstadt, kreisfreie Stadt"
58,KO,7111,16333,17033,16701,16794,17049,17333,17808,18102,18309,18642,18570,19131,19467,19416,19717,20268,20888,21174,21953,1774546,1849434,1814005,1824139,1845693,1867826,1909915,1938864,1965913,2006160,2000746,2063396,2119298,2139883,2189347,2270185,2362336,2408041,2501169,12704.0,11356.0,13758.0,12989.0,11264.0,11476.0,11466.0,10758.0,109385,109276,109369,109182,108481,107902,107860,107824,107873,107307,106752,106238,105994,106179,106242,106409,107855,108867,110211,111039,112010,113096,113725,113934,114038,"      Koblenz, kreisfreie Stadt"
59,K,5315,16726,17190,17307,17964,18544,18612,18724,18754,19254,18655,19114,19517,19719,20104,20330,20872,21304,21716,22402,16065878,16554312,16713740,17326986,17892514,18115239,18408435,18546849,19092584,18519402,19082800,19677914,20093940,20692413,21152144,21990987,22758619,23412942,24262272,153744.0,157113.0,155510.0,145821.0,136858.0,125349.0,122776.0,113084.0,964757,965022,964329,963446,962544,962145,965457,968775,967177,967136,976789,986317,991882,996854,994567,1001581,1008225,1019019,1029274,1040428,1053631,1068259,1078165,1083029,1086764,"      Köln, kreisfreie Stadt"
60,KR,5114,15996,16421,16492,16949,17334,17449,17633,17718,18488,18098,18657,19232,19389,19370,19755,20088,20417,20931,21591,3753347,3824952,3825229,3912719,3983445,3992074,4013662,4012204,4168304,4059434,4161580,4273920,4303196,4300893,4391228,4496150,4613825,4746137,4898230,22219.0,23290.0,22965.0,22621.0,21934.0,21679.0,20570.0,20164.0,249634,248690,246689,244553,242635,240891,239753,239268,238942,238468,238027,237336,236752,236477,235924,235226,222225,221945,222042,222279,223822,225978,226756,226860,227219,"      Krefeld, kreisfreie Stadt"
61,LD,7313,16290,17169,17105,17460,18132,18468,18853,19071,19257,19632,19448,19812,19892,20036,20109,20479,20526,20881,21619,663749,701611,700928,718722,749864,768235,795445,814095,821289,836171,833842,858368,866448,876229,887730,919813,937730,963630,1004919,4180.0,4185.0,4468.0,4348.0,3984.0,4318.0,4241.0,3925.0,39611,39977,40114,40307,40654,40951,40883,41201,41455,41668,41882,42643,43104,43009,43017,43313,43326,43559,43733,44145,44914,45684,46149,46485,46779,"      Landau in der Pfalz, kreisfreie Stadt"
62,LA,9261,18417,18651,18683,19143,19532,19659,19836,20043,20474,20385,21197,21807,22452,24651,23221,23755,23658,23870,24526,1080198,1103288,1117599,1152528,1180613,1198990,1223460,1248892,1282848,1278365,1336227,1391043,1454886,1620857,1552194,1623913,1646997,1685420,1760965,6815.0,6950.0,7734.0,6448.0,5423.0,5506.0,5584.0,5215.0,59286,59160,58850,58510,58468,58586,59150,59790,60261,60439,60882,61757,62284,62636,62633,62965,63789,64800,65751,66844,68360,69618,70609,71799,72908,      Landshut
63,L,14713,13254,13677,14134,14485,14793,14838,15308,15618,15901,16118,16442,16745,17053,17293,17354,17863,18261,18479,18825,6402253,6585320,6800802,6986340,7146452,7191114,7465709,7662643,7855780,8013601,8219011,8468157,8789921,9099459,9336852,9868706,10331628,10653527,11010802,70451.0,79235.0,73614.0,88615.0,79383.0,72045.0,71696.0,68677.0,523662,514773,505815,498542,494580,493540,493131,493924,496163,498011,500572,504615,508546,512192,516572,518562,505713,515441,526200,538021,552476,565780,576534,584919,590501,"      Leipzig, Stadt"
64,LEV,5316,16158,16770,16900,17032,17163,17066,17103,17066,17628,17552,18157,18638,19162,19408,19588,20172,20543,21128,21756,2585873,2682308,2694898,2720579,2751538,2731693,2733884,2727625,2815770,2795525,2885178,2966464,3059144,3112553,3157230,3278174,3354633,3451207,3561559,14061.0,14786.0,13958.0,13218.0,12570.0,11964.0,11037.0,10495.0,162043,162615,162638,161790,161062,160905,160952,160478,160572,161581,161397,161030,161371,161296,160937,160572,159160,159650,160373,161180,162514,163300,163345,163708,163784,"      Leverkusen, kreisfreie Stadt"
65,OP,5316,16158,16770,16900,17032,17163,17066,17103,17066,17628,17552,18157,18638,19162,19408,19588,20172,20543,21128,21756,2585873,2682308,2694898,2720579,2751538,2731693,2733884,2727625,2815770,2795525,2885178,2966464,3059144,3112553,3157230,3278174,3354633,3451207,3561559,14061.0,14786.0,13958.0,13218.0,12570.0,11964.0,11037.0,10495.0,162043,162615,162638,161790,161062,160905,160952,160478,160572,161581,161397,161030,161371,161296,160937,160572,159160,159650,160373,161180,162514,163300,163345,163708,163784,"      Leverkusen, kreisfreie Stadt"
66,HL,1003,14467,14977,15191,15890,16157,16538,16697,16921,17042,17047,17024,17351,17823,17936,18182,19008,19122,19658,20120,3087470,3197620,3242658,3386096,3431350,3504820,3532982,3578121,3601068,3587403,3577055,3652388,3764155,3808498,3885301,4093123,4139659,4256285,4361215,24526.0,24907.0,22881.0,25647.0,23614.0,22685.0,21768.0,20942.0,216920,216329,215525,214697,213817,213365,213400,213331,212923,212255,211966,211288,211209,211355,210034,210063,210502,211196,212336,213689,215337,216483,216515,216758,216864,"      Lübeck, Hansestadt, kreisfreie Stadt"
67,LU,7314,14490,15045,15147,15483,15860,15993,16411,16773,17042,17410,17500,17791,17936,18131,18281,18888,19098,19394,19842,2310967,2384280,2396686,2447476,2509497,2529446,2591714,2646976,2683153,2731418,2747551,2810760,2859110,2916323,2973891,3102886,3163927,3249567,3368704,18354.0,18154.0,17655.0,16487.0,16117.0,16528.0,16220.0,14965.0,167626,167234,166629,165402,164209,163039,162298,162459,162655,163114,163377,163536,163766,163605,163386,163805,157991,159408,160849,162675,164275,165670,167559,169779,171657,"      Ludwigshafen am Rhein, kreisfreie Stadt"
68,MD,15003,12768,13234,13571,13838,13968,14190,14517,14718,15192,15696,15971,16224,16619,16884,17192,17654,18061,18541,18904,2972629,3035240,3079189,3121898,3138147,3196745,3290889,3341522,3448449,3562635,3634334,3706500,3812757,3891235,3982642,4131386,4279096,4418417,4510295,30490.0,30802.0,28440.0,28354.0,27143.0,26877.0,24584.0,25093.0,262557,255188,248569,243317,237833,233396,231328,228995,227805,227305,227826,229344,229840,229857,229878,230694,228460,229417,230473,231664,234015,236930,238307,238588,238131,"      Magdeburg, kreisfreie Stadt"
69,MZ,7315,17111,17861,17688,18045,18479,18465,18385,18611,18765,19379,19432,19828,21112,19968,20371,21081,21546,21868,22597,3134758,3291925,3288989,3358044,3438567,3517896,3598423,3677801,3719717,3838655,3865064,3972039,4262081,4063764,4188783,4393046,4560388,4686725,4883564,19540.0,20543.0,20810.0,20684.0,18686.0,18569.0,17440.0,16298.0,184174,184237,185444,186054,184553,182616,184178,185614,185737,185719,190447,195178,197191,197839,197327,198106,200325,201879,203512,205630,208385,211654,214319,216114,217848,"      Mainz, kreisfreie Stadt"
70,MA,8222,15064,16004,16195,16722,17157,17458,17897,18157,18541,18152,18720,19217,19469,19523,19921,19931,21107,21661,22054,4447248,4711481,4765775,4902120,5000654,5065684,5178019,5251190,5373889,5260958,5422376,5584329,5705305,5772265,5941721,6035413,6443550,6636569,6807624,31975.0,31703.0,34943.0,35421.0,34891.0,33320.0,31321.0,28510.0,313758,311755,311346,309689,308317,307230,307679,308413,308455,307882,307697,307847,308912,310737,311601,312353,290588,293043,295659,298267,302812,305281,306389,308684,310014,"      Mannheim, Stadtkreis"
71,MM,9764,17363,18551,18488,19152,19585,20109,20809,21375,21703,21127,21528,22464,23724,24280,25642,26430,26093,26367,27460,712525,762477,762736,790641,809289,830888,859188,881872,894978,872102,888623,926580,982101,1011551,1076640,1123850,1123742,1143864,1198738,3393.0,3072.0,3090.0,3032.0,2886.0,2708.0,2768.0,2650.0,40458,40633,40766,40816,40884,40919,40974,41160,41147,41210,41182,41151,41091,41097,41029,41076,41248,41397,41662,41987,42521,43067,43382,43654,43969,      Memmingen
72,MG,5116,16207,16690,16584,16976,17281,17315,17465,17468,18155,17751,18298,18886,18864,18838,19248,19231,19692,20155,20841,4249684,4368184,4339433,4435234,4503215,4501853,4530154,4516676,4673208,4551362,4681794,4820716,4809586,4808573,4930204,4969728,5129106,5271737,5456500,22516.0,22409.0,23515.0,22182.0,21546.0,19938.0,19542.0,21552.0,266388,266788,266689,265584,264180,263226,262907,262986,262730,262136,261680,261216,260430,259349,258460,257963,255256,254961,255259,256142,258425,260461,261557,261821,261244,"      Mönchengladbach, kreisfreie Stadt"
73,MH,5117,18073,18567,18312,18752,19129,19739,20227,20509,20805,19949,20088,20892,21120,21266,21644,21659,21882,22410,23153,3130662,3201461,3150891,3211508,3258073,3353554,3426848,3464156,3502266,3343255,3356876,3487203,3521243,3543982,3611844,3642853,3722237,3834414,3960906,13249.0,13570.0,14518.0,14037.0,12243.0,11285.0,9647.0,9018.0,176522,176266,175754,175011,174205,173401,172565,172237,171463,170519,170022,169651,169146,168645,167712,167622,166919,166729,166647,166874,168193,170107,171101,171073,170756,"      Mülheim an der Ruhr, kreisfreie Stadt"
74,M,9162,22551,23437,23082,23362,23749,24397,24714,24848,24868,23956,24621,25282,26163,26169,29070,27346,30680,31751,32766,26971033,28407561,28245164,28806728,29442139,30375160,31317460,32117426,32528746,31547368,32734212,34200767,36015742,36586115,41241932,39378118,44710859,46362530,47961876,102667.0,110208.0,133672.0,114710.0,97035.0,99802.0,90229.0,88857.0,1240523,1231090,1215866,1197411,1191729,1201871,1220359,1232072,1226052,1245048,1254410,1278559,1302376,1318012,1321246,1342177,1352764,1376614,1398072,1418710,1439983,1457341,1460170,1463774,1477867,"      München, Landeshauptstadt"
75,MS,5515,16708,17100,17136,17915,18649,19043,19540,19646,20484,20005,20660,20742,20718,20366,20881,21852,21652,22143,22954,4446136,4573625,4613409,4846131,5056698,5177599,5334576,5385821,5635679,5531573,5776083,5964762,6111772,6072118,6283975,6689221,6732481,6924285,7206090,28777.0,30505.0,29833.0,29738.0,29475.0,25753.0,26310.0,26750.0,264974,265405,265443,264814,264580,264974,266103,267872,269165,269670,270233,271404,272205,273106,274287,276897,287572,294996,298154,300943,306109,310943,312703,313939,314806,"      Münster, kreisfreie Stadt"
76,NMS,1004,14766,15487,15216,15324,15032,15438,15697,16022,16142,16198,16146,16495,17037,17403,17956,18121,18795,19275,19775,1185428,1238995,1215424,1219011,1188634,1214304,1230065,1252058,1254964,1253945,1248038,1274049,1313171,1340109,1388380,1420594,1493064,1532486,1570313,11737.0,13078.0,17418.0,14524.0,9751.0,10688.0,11397.0,9453.0,82012,81912,81559,81063,80619,80103,79712,79607,79300,78770,78312,78101,77813,77256,76936,76943,77238,77076,77005,77323,78393,79439,79508,79411,79842,"      Neumünster, kreisfreie Stadt"
77,NW,7316,18114,19249,18695,18845,19132,19601,20487,21072,21271,21760,21928,22719,23258,23206,23549,24875,24367,25042,25966,970867,1030517,1000051,1008633,1023502,1044982,1087666,1118708,1130272,1153941,1153429,1187908,1216299,1214471,1235903,1312949,1294008,1334276,1382700,4004.0,3977.0,4258.0,3847.0,3777.0,4035.0,3752.0,3625.0,53838,53799,53797,53821,53873,53937,53895,53888,53993,53933,53792,53615,53669,53909,53593,53002,52287,52295,52334,52482,52782,53105,53281,53251,53206,"      Neustadt an der Weinstraße, kreisfreie Stadt"
78,N,9564,17756,18429,18240,18548,18747,18880,19143,19456,19940,19712,20387,20918,20878,20667,20985,21491,21749,22016,22748,8467765,8812566,8748569,8898682,8993371,9093226,9254634,9425014,9667756,9543589,9871471,10195646,10284775,10271521,10492132,10864442,11109682,11303522,11755734,44755.0,46079.0,48359.0,46694.0,43750.0,42591.0,39504.0,37683.0,494135,492645,491311,488452,486887,487135,489965,492364,493742,493916,492597,498936,501454,503402,502884,504070,487405,492603,496999,499974,505524,510802,513415,516783,518368,      Nürnberg
79,OB,5119,14071,14640,14630,14801,15002,14947,14912,14981,15465,15459,16000,16454,16501,16692,17006,17292,17629,18103,18719,3110131,3228729,3215833,3239911,3270131,3247828,3230104,3229951,3313093,3286152,3377434,3461502,3467450,3497860,3557634,3633284,3722445,3826941,3952157,18633.0,18938.0,18936.0,17419.0,16470.0,15884.0,15053.0,15552.0,224920,224141,223642,222928,222403,222191,221912,221263,220557,219696,219149,218613,217690,216437,214880,213505,210373,210131,209551,209195,210113,211158,211402,211126,210797,"      Oberhausen, kreisfreie Stadt"
80,OF,6413,15313,15638,15699,15896,15891,16347,16562,16942,17034,17122,17361,17200,17600,17426,17312,17561,18032,18273,18739,1736070,1781056,1795330,1818257,1813575,1860936,1862964,1889427,1905391,1913359,1946327,1957364,2039886,2057505,2079107,2148753,2238886,2295503,2392996,13343.0,12709.0,12849.0,11607.0,11987.0,10530.0,9927.0,9481.0,116460,116568,116464,116060,116267,117126,118328,118907,119489,119456,119626,118533,118004,118602,119156,119621,113803,115900,118074,120096,122361,124162,125624,127701,129512,"      Offenbach am Main, kreisfreie Stadt"
81,OL,3403,14346,14774,14971,15451,15551,16026,16554,16716,17028,17251,17468,17725,17937,18009,18381,18819,19296,19545,20091,2182661,2256872,2302264,2390815,2409943,2481656,2565576,2595815,2651265,2697917,2745028,2793153,2837278,2865789,2945653,3055583,3179426,3252197,3368218,14458.0,14124.0,14598.0,14816.0,13583.0,12997.0,12914.0,11979.0,150537,152114,153189,153929,154226,154394,155418,156747,157968,158193,158410,158702,159286,159750,160626,161577,157587,158182,159134,160259,162369,164771,166396,167646,168644,"      Oldenburg (Oldenburg), kreisfreie Stadt"
