,kreis_key,kreis_name,income_pp_2000,income_pp_2001,income_pp_2002,income_pp_2003,income_pp_2004,income_pp_2005,income_pp_2006,income_pp_2007,income_pp_2008,income_pp_2009,income_pp_2010,income_pp_2011,income_pp_2012,income_pp_2013,income_pp_2014,income_pp_2015,income_pp_2016,income_pp_2017,income_pp_2018,income_2000,income_2001,income_2002,income_2003,income_2004,income_2005,income_2006,income_2007,income_2008,income_2009,income_2010,income_2011,income_2012,income_2013,income_2014,income_2015,income_2016,income_2017,income_2018,crimes_2013,crimes_2014,crimes_2015,crimes_2016,crimes_2017,crimes_2018,crimes_2019,crimes_2020,population_1995,population_1996,population_1997,population_1998,population_1999,population_2000,population_2001,population_2002,population_2003,population_2004,population_2005,population_2006,population_2007,population_2008,population_2009,population_2010,population_2011,population_2012,population_2013,population_2014,population_2015,population_2016,population_2017,population_2018,population_2019,crimes_pp_2013,crimes_pp_2014,crimes_pp_2015,crimes_pp_2016,crimes_pp_2017,crimes_pp_2018,crimes_pp_2019
345,01060,Segeberg,16853,17429,17200,17551,17571,18018,18173,18713,18965,19271,19440,20070,20705,21066,21508,21976,22434,22840,23323,4206023,4395545,4373700,4489044,4512676,4640889,4696255,4849297,4917326,4996038,5053234,5234673,5415721,5531854,5680071,5850906,6054296,6238191,6414503,15540.0,15823.0,15252.0,17890.0,15893.0,17114.0,15297.0,13970.0,235511,238394,240979,243518,246092,248665,251260,253316,254802,255863,256397,257313,257884,258313,257927,258522,260815,261565,262595,264087,266238,269869,273130,275029,276604,0.059178582989013497,0.05991586106093825,0.05728708899556036,0.06629142287554332,0.05818840845018856,0.06222616524075643,0.05530288788303857
346,05970,Siegen-Wittgenstein,16157,16811,16798,17393,17853,18357,19017,19523,20165,19729,20326,21094,21153,21136,21488,21465,21753,22450,23302,4750962,4927000,4911582,5069103,5175980,5289507,5445843,5557378,5699218,5531137,5656261,5837874,5836335,5817581,5917829,5974959,6077121,6240101,6480118,16892.0,16991.0,17852.0,16928.0,15926.0,16922.0,14578.0,13581.0,298969,299249,299014,298358,297529,296769,295909,295454,294918,293615,292036,290547,289133,287419,285291,283521,276754,275911,275249,275407,278355,279367,277955,278094,277577,0.06136988690240473,0.06169414720758731,0.06413392969409568,0.060594128869909475,0.057297044485618176,0.06084992844146224,0.05251876056013286
347,08437,Sigmaringen,14317,15122,15168,15669,16075,16543,17180,17660,18306,18045,18864,19626,20078,20329,21087,21234,21530,22162,22902,1889225,1999567,2006528,2072705,2123636,2179535,2255889,2308484,2378252,2330054,2419786,2504338,2556755,2585589,2686720,2744324,2810243,2886237,2989406,5296.0,4963.0,5079.0,5829.0,6443.0,6289.0,6197.0,6034.0,129883,130938,131506,132035,132590,133200,133527,133768,133904,133730,133516,133245,132730,132167,131410,130668,127601,127341,127187,127409,129244,130524,130234,130533,130861,0.04163947573258273,0.038953292153615524,0.03929776237194763,0.044658453617725476,0.04947248798316876,0.048179387587813045,0.04735559104698879
348,05974,Soest,15202,15816,15605,15963,16246,16549,17006,17375,18086,17807,18561,19242,19937,20252,20545,20748,21204,21944,22746,4602150,4795557,4746136,4857693,4938832,5025763,5148673,5239627,5433108,5324725,5525334,5710982,5906966,5984478,6078419,6221545,6410549,6619785,6864608,18710.0,18738.0,17508.0,17950.0,16898.0,16172.0,15986.0,15573.0,296753,300064,302174,303711,305327,306270,307043,308319,308960,308857,308883,308211,307559,306709,305727,304820,296795,296285,295500,295857,299869,302325,301674,301798,301844,0.06331641285956006,0.06333465153773614,0.05838549499948311,0.059373191102290584,0.05601410794433726,0.05358551083837534,0.05296113224049509
349,16068,Sömmerda,12815,13446,13474,13703,14019,14049,14526,14891,15370,15480,15809,16349,16680,17131,17440,17731,18315,19040,19482,1040013,1080211,1070973,1077333,1089266,1078279,1101750,1116883,1138805,1134183,1145935,1173876,1188896,1214916,1232729,1251289,1288650,1334217,1360657,3842.0,3626.0,3622.0,4262.0,3579.0,3559.0,2963.0,3473.0,82593,82538,82482,82256,81912,81541,80690,79991,79150,78263,77344,76478,75667,74783,74009,73308,71802,71275,70919,70685,70569,70359,70073,69841,69541,0.054174480745639395,0.05129801230812761,0.051325652907083845,0.06057505081084154,0.0510753071796555,0.05095860597643218,0.042607957895342316
350,16072,Sonneberg,13660,14243,14449,14714,14972,15112,15662,16056,16400,16603,16742,17160,17607,18050,18414,19021,19907,20626,21140,925407,955436,959447,965499,969980,965771,985768,996933,1002809,999368,995663,1009148,1023594,1038382,1050155,1080651,1127991,1164027,1189757,3283.0,2932.0,3208.0,3451.0,3117.0,2902.0,3102.0,3488.0,71139,70455,69881,69389,68805,68122,67596,66953,66134,65344,64508,63539,62749,61896,60923,60250,58807,58134,57527,57031,56814,56663,56434,56279,58064,0.057068854624784886,0.05141063632059757,0.056464955820748404,0.06090394084323103,0.05523266116171102,0.05156452673288438,0.05342380821162855
351,12071,Spree-Neiße,12628,13033,13360,13724,14047,14329,14691,15042,15572,16062,16364,17071,17087,17444,17796,18178,18747,19652,20450,1867397,1897479,1909204,1926866,1940799,1946315,1960697,1974606,2007757,2033890,2035152,2089858,2065418,2085277,2108177,2141923,2197740,2282438,2350632,8776.0,10275.0,8097.0,8660.0,6961.0,6608.0,6539.0,6416.0,149801,150409,151175,151692,150459,149267,147288,144744,142430,140241,138132,135914,134040,131773,129574,127411,122419,120875,119539,118465,117833,117231,116141,114943,114075,0.07341537071583333,0.0867344785379648,0.06871589452869739,0.07387124566027757,0.05993576773060332,0.0574893642936064,0.05732193732193732
352,10046,St. Wendel,17373,19587,18903,19552,20688,20815,20517,20403,21177,21811,22512,23386,23702,22990,19580,20047,21061,21775,21849,1646446,1851410,1782982,1838989,1940045,1943082,1899750,1874395,1929659,1968452,2015179,2077885,2119468,2042463,1730997,1775696,1867544,1919699,1914715,3535.0,3633.0,3292.0,3566.0,3349.0,3330.0,3872.0,2929.0,96067,96400,96316,96050,95748,95438,95262,95149,94951,94709,94412,93725,93063,92332,91580,90906,90073,89420,88842,88408,88576,88675,88162,87632,87202,0.03978973908736859,0.0410935661931047,0.037165823699421965,0.040214265576543555,0.03798688777477825,0.03799981741829469,0.04440265131533681
353,03359,Stade,15824,16573,16454,16852,16993,17440,17890,18160,18571,18674,19140,19770,20136,20529,20972,21274,21871,22505,23076,3010843,3170159,3164258,3256884,3297556,3394701,3493385,3550214,3627157,3644495,3736091,3863720,3940473,4026772,4131146,4228221,4392612,4540608,4672849,10876.0,12112.0,11825.0,10941.0,11529.0,10475.0,10915.0,11159.0,182049,184641,186446,188289,189984,191236,192218,193429,194502,195301,196018,196807,197105,197003,196925,197070,195430,195693,196148,196982,198751,200846,201763,202495,203807,0.05544792707547362,0.06148785168187956,0.05949655599217111,0.054474572558079325,0.0571412994453889,0.05172967233758858,0.05355556973018591
354,09188,Starnberg,29028,29655,28232,28650,28910,30028,31275,32050,32373,30906,31753,33287,33228,33044,33702,36070,33558,34130,35356,3548165,3672186,3526618,3590243,3629860,3785947,3946217,4045616,4098550,3915490,4024417,4242551,4280507,4301410,4426533,4788125,4502701,4612269,4802037,4272.0,4357.0,4623.0,4910.0,4970.0,4941.0,4645.0,5161.0,119144,119842,120428,121210,122385,124010,125815,127205,128082,128165,128711,128883,129196,129743,129855,130115,127454,128821,130171,131342,132747,134177,135139,135819,136380,0.0328183696829555,0.03317293782643785,0.0348256457773057,0.036593454914031466,0.03677694817928207,0.036379298919886026,0.03405924622378648
355,01061,Steinburg,14786,15324,15305,15821,16086,16475,16721,17145,17651,17722,18091,18778,19462,19545,19808,20076,20833,21517,21991,1995424,2072597,2075709,2147944,2183228,2230562,2253089,2293496,2344486,2341082,2377752,2457077,2536692,2542327,2577316,2626732,2743060,2834746,2891389,8452.0,7805.0,7380.0,8433.0,8390.0,6986.0,7333.0,6655.0,132549,133579,134486,135080,135370,135895,136295,136748,136843,136972,136714,136228,135310,134451,133747,133092,130850,130339,130076,130118,130838,131666,131744,131480,131180,0.06497739782896153,0.05998401450990639,0.05640563139149177,0.06404842556164841,0.06368411464658733,0.0531335564344387,0.05590028967830462
356,05566,Steinfurt,14768,15388,15367,15790,16202,16393,16685,16900,17487,17241,17857,18517,19241,19658,19954,20345,21026,21651,22402,6342185,6640681,6665085,6877230,7073809,7169249,7301219,7395387,7644846,7518302,7770262,8041896,8350415,8538138,8695873,8956735,9333357,9645244,10015495,27251.0,26428.0,26226.0,26010.0,25650.0,24255.0,22319.0,22664.0,413614,418674,423480,427503,430848,433790,436011,438837,440944,442440,443577,444147,444662,444899,443954,443467,434302,433995,434326,435804,440251,443892,445487,447090,447917,0.06274319290118482,0.06064193995465852,0.05957056315601782,0.0585953340001622,0.05757743772545551,0.05425082198215125,0.04982842803465821
357,15090,Stendal,11967,12493,12545,12854,13168,13261,13607,13915,14521,14796,15260,15786,16132,16521,17007,17136,17773,18622,18947,1682610,1730347,1712798,1734985,1751680,1733737,1752511,1764331,1810387,1815267,1843897,1879807,1895004,1917585,1957007,1970012,2040860,2118988,2133181,8625.0,8458.0,8334.0,8052.0,7852.0,7046.0,7335.0,6590.0,148089,146792,145782,144394,143173,141679,139628,137713,136230,134618,132210,130436,128478,126551,124498,122769,119082,117467,116069,115070,114965,114828,113790,112584,111586,0.07430924708578518,0.07350308507864778,0.07249162788674814,0.07012226982965827,0.06900430617804729,0.06258438143963618,0.06573405265893571
358,01062,Stormarn,19098,19852,19824,20574,20730,21171,21240,21405,21590,21767,21857,22552,23238,23037,23303,23847,24423,25011,25737,4143844,4348366,4379033,4565484,4625571,4752096,4784216,4839677,4903624,4966831,5015220,5204376,5394649,5385822,5492371,5679359,5878908,6056078,6249928,13494.0,13419.0,13775.0,12984.0,13549.0,12585.0,13224.0,12406.0,207836,210092,212214,213791,214926,216460,218680,220510,221367,222729,223880,224689,225663,226557,227739,228924,230776,232144,233793,235690,238160,240713,242142,242834,243676,0.057717724653860464,0.05693495693495693,0.05783926771918038,0.0539397539808818,0.05595477034136994,0.051825526903151946,0.05426878313826557
359,09278,Straubing-Bogen,13912,14600,14675,15215,16020,16251,16742,17308,17850,17541,18353,19248,19894,20406,20825,21692,22167,22733,23480,1307383,1381847,1399780,1460985,1544593,1568054,1613115,1666371,1716748,1684063,1759517,1847333,1917876,1979233,2033456,2134205,2194842,2262597,2353775,2700.0,2719.0,3006.0,2702.0,2519.0,2332.0,2578.0,2602.0,90355,91322,92292,93252,94080,94829,95574,96451,97182,97582,97816,97785,97833,97875,97686,97584,95974,96404,96995,97645,98387,99014,99530,100244,100885,0.02783648641682561,0.0278457678324543,0.030552816937196987,0.027289070232492375,0.025308952074751333,0.02326323770001197,0.025553848441294543
360,07337,Südliche Weinstraße,16126,17060,16740,16974,17521,17777,18353,18807,19074,19474,19876,20599,21037,21640,21756,22318,22750,23503,24538,1756411,1863370,1835492,1867670,1933279,1962042,2018449,2061508,2084685,2119791,2156840,2232285,2283047,2356377,2379710,2457911,2518532,2603050,2711137,5129.0,5182.0,5127.0,4884.0,4952.0,5021.0,5032.0,4977.0,106413,107237,107909,108255,108680,109247,109583,109960,110453,110698,110709,110469,110073,109921,109411,109063,108369,108526,108889,109381,110131,110706,110754,110489,110439,0.04710301316019065,0.047375686819465905,0.04655364974439531,0.044116850035228444,0.04471170341477509,0.045443437808288606,0.04556361430291835
361,07340,Südwestpfalz,15060,15765,15679,16013,16570,16959,17550,18066,18341,18787,18798,19394,19959,20029,20498,21189,21674,22350,23469,1588491,1659147,1648350,1678943,1727726,1756204,1803987,1841467,1850990,1877228,1862910,1907820,1947876,1940581,1978183,2043467,2085366,2139292,2236453,2830.0,3300.0,3021.0,2951.0,2872.0,2599.0,2759.0,2720.0,105025,105459,105787,105843,105786,105456,105296,105168,104894,104459,103586,102961,102093,101093,100041,99241,98374,97594,96890,96505,96442,96216,95716,95294,94972,0.029208380637836723,0.03419511942386405,0.03132452665850978,0.030670574540616946,0.030005432738518117,0.027273490461099333,0.029050667565177105
362,12072,Teltow-Fläming,13449,14089,14377,14684,15132,15819,16305,16772,17120,17416,17438,17986,18033,18417,18566,18700,19187,19821,20241,2125274,2239719,2290967,2343879,2419027,2533299,2617627,2694587,2746346,2788090,2784034,2867784,2878005,2947940,2988607,3039171,3149773,3286960,3392224,10885.0,11336.0,11495.0,10860.0,10834.0,10565.0,10605.0,10059.0,147484,148935,151631,154451,157076,158958,160004,160381,160765,161111,161588,162009,162470,162278,162008,161577,159444,159599,160067,160968,162521,164162,165831,167593,169147,0.06800277383845514,0.07042393519208787,0.07072932113388423,0.06615416478844069,0.06533157250453775,0.06303962576002578,0.06269694407822782
363,09377,Tirschenreuth,13734,14246,14269,14599,15015,15271,15806,16404,17041,16944,17767,18652,18730,19279,19890,20391,20633,21299,22122,1103328,1140274,1137769,1157434,1183433,1195032,1226722,1263629,1303227,1285719,1338175,1394576,1389803,1420686,1458976,1494316,1508568,1551065,1606444,2705.0,2571.0,2454.0,2910.0,2564.0,2611.0,2716.0,2613.0,80367,80576,80586,80562,80501,80191,79935,79586,79133,78642,78088,77370,76882,76275,75661,75079,74770,74203,73690,73354,73282,73116,72824,72617,72275,0.03670783009906364,0.03504921340349538,0.033487077317758795,0.039799770228130645,0.03520817312973745,0.03595576793312861,0.037578692493946735
364,09189,Traunstein,16007,17058,16904,17363,17788,18099,18595,19045,19779,19576,20509,21356,21971,22309,22880,22994,23187,23611,24434,2658858,2850013,2839026,2926767,3004325,3060855,3142972,3213841,3337204,3301763,3456306,3601389,3716332,3790689,3916312,3979570,4052986,4152294,4317256,7277.0,7075.0,7343.0,6974.0,6605.0,5940.0,5491.0,5629.0,162090,163563,164646,165417,166232,167148,168313,169191,170045,170364,170661,170645,170559,170634,170583,170537,168632,169146,169914,171171,173070,174797,175861,176690,177204,0.04282754805372129,0.04133293606977818,0.042427919338995784,0.03989770991492989,0.03755807143141458,0.033618201369630424,0.030986885171892284
365,07235,Trier-Saarburg,14388,15308,15365,15908,16688,17068,17646,18093,18355,18734,18731,19475,19752,20120,20746,21069,21704,22554,23861,1998205,2133246,2151154,2236308,2352888,2412361,2500034,2573499,2619766,2678539,2682264,2792895,2838823,2899646,3003676,3088993,3210391,3342124,3549074,5303.0,5197.0,5585.0,9671.0,6840.0,5320.0,5780.0,5597.0,133534,134365,135057,135942,136876,137487,137951,138387,138966,139335,139660,140172,140600,141101,141289,141525,143413,143723,144115,144782,146613,147917,148183,148739,149172,0.03679700239392152,0.03589534610656021,0.038093484206721095,0.06538126111265101,0.04615914106206515,0.03576735086292095,0.03874721797656397
366,08416,Tübingen,15992,16879,16912,17516,17920,18344,18908,19238,19563,18988,19428,20306,20795,21052,21668,22173,22492,22928,23613,3247311,3453704,3490767,3636682,3738532,3838690,3961389,4032135,4106748,4009262,4119321,4313727,4447022,4541302,4711688,4880217,5021102,5163213,5349286,10496.0,9341.0,9833.0,9427.0,9352.0,9592.0,9495.0,8993.0,203746,204464,205041,205393,206349,207783,209444,211675,213474,214817,215939,216616,217246,217519,219683,220769,212437,213847,215715,217445,220096,223236,225195,226543,228005,0.04865679252717706,0.04295798937662398,0.04467595958127363,0.04222885197727965,0.04152845311840849,0.04234074767262727,0.04164382360035964
367,08327,Tuttlingen,17158,18279,18179,18780,19013,19658,20499,21069,21403,20797,21377,22379,22966,23253,24227,24036,24962,25289,26022,2257284,2417466,2415954,2501133,2536292,2627300,2740401,2814842,2855813,2766737,2831724,2957996,3039167,3088869,3244005,3259449,3428805,3509088,3637199,5255.0,5601.0,6081.0,6219.0,5258.0,5510.0,5197.0,4618.0,128864,129971,130623,131149,131890,132596,133333,134116,134466,134849,135185,135284,135329,135289,134888,134502,132175,132334,132837,133903,135607,137363,138758,139775,140459,0.03955976121110835,0.041828786509637575,0.044842817848636134,0.04527420047611074,0.03789331065596218,0.039420497227687354,0.03700012103176016
368,12073,Uckermark,12019,12584,12741,12893,13246,13359,13642,14038,14557,14901,15157,15655,15775,16308,16632,16738,17161,18028,18493,1811098,1858856,1840728,1826399,1845232,1830803,1837822,1857562,1891536,1904510,1910752,1949044,1942009,1988042,2013785,2023942,2075515,2174397,2218234,9159.0,9047.0,9002.0,8581.0,7747.0,8100.0,7962.0,8077.0,161341,159705,158547,156744,154910,153051,150260,147268,144589,142549,140437,138305,136185,133941,131988,130555,124503,123108,121905,121078,120922,120946,120614,119951,119250,0.07513227513227513,0.07472042815375213,0.07444468334959727,0.07094901857027103,0.06422969141227386,0.06752757375928505,0.06676729559748427
369,03360,Uelzen,14140,14748,14623,15012,15169,15369,15661,15882,16587,16759,17281,18152,18676,19282,19451,19492,19934,20707,21172,1373577,1435325,1424330,1459631,1473212,1489508,1511310,1524938,1579793,1583022,1624186,1697808,1737669,1785115,1798183,1809492,1854790,1922720,1961778,5367.0,5274.0,6066.0,5721.0,4973.0,5365.0,4820.0,4524.0,95702,96035,96359,96749,97095,97271,97496,97552,97415,97285,97049,96721,96263,95457,94669,94244,93531,93043,92579,92445,92832,93046,92853,92658,92481,0.05797211030579289,0.05705013791984423,0.06534384694932782,0.061485716742256516,0.05355777411607595,0.05790109866390382,0.052118813594143665
370,05978,Unna,14451,15122,15303,15740,16147,16194,16472,16661,17258,17089,17656,18265,18643,18914,19328,19715,20149,20777,21494,6122437,6396133,6447300,6596153,6727388,6708210,6771861,6801023,6991213,6865191,7037476,7232482,7343506,7419503,7570906,7765779,7958059,8184260,8476284,29338.0,28501.0,28646.0,28495.0,25496.0,23665.0,22556.0,21886.0,420281,423984,426187,427670,429240,430420,430131,429336,428173,426103,424925,422419,420569,418047,415196,412850,395983,393907,392281,391698,393905,394952,393902,394358,394837,0.07478822578712709,0.07276268962312803,0.07272311851842449,0.07214800785918289,0.06472675944778143,0.06000892589981692,0.05712737154825916
371,16064,Unstrut-Hainich-Kreis,12405,13056,13182,13408,13744,13786,14278,14681,15141,15269,15553,16048,16339,16762,17040,17232,17770,18514,18942,1475695,1537182,1536033,1544790,1566647,1555350,1591470,1617742,1651150,1647720,1662315,1701726,1720765,1753204,1773600,1802437,1858911,1920347,1954945,5978.0,5608.0,5814.0,6550.0,6738.0,6380.0,6018.0,6465.0,122529,122172,121487,121081,120813,120211,118997,117827,116694,115613,114609,113331,112196,111158,110058,109183,106042,105315,104596,104084,104598,104611,103726,103208,102572,0.057153237217484415,0.05387955881787787,0.055584236792290485,0.06261291833554788,0.06495960511347203,0.06181691341756453,0.05867098233436025
372,09778,Unterallgäu,16241,17047,16872,17570,18312,18843,19511,20108,20639,20230,21020,22037,22638,23225,23827,24467,24017,24512,25277,2162157,2287554,2277400,2379098,2484522,2555530,2644412,2727019,2797471,2735658,2840155,2983213,3078475,3180340,3290506,3414800,3381401,3477149,3621989,4288.0,3925.0,3962.0,3977.0,4308.0,4415.0,4535.0,4593.0,129534,130567,131235,131695,132330,133278,134245,135053,135585,135859,135760,135760,135825,135771,135504,135317,135374,135990,136934,138098,139566,140792,141855,143293,144691,0.03131435582105248,0.028421845356196324,0.028388002808706993,0.02824734359906813,0.030369038807232736,0.03081099565226494,0.03134265434615836
373,03460,Vechta,15130,16257,15885,16559,16888,17452,18107,18478,18818,18768,19058,19945,20272,20543,20925,21169,21723,22355,22694,1871207,2035694,2010292,2110920,2167478,2253428,2348208,2412027,2466628,2461182,2504623,2636345,2698314,2749176,2828775,2900633,3014468,3132112,3201449,8696.0,8096.0,7214.0,6856.0,6417.0,6481.0,6471.0,6344.0,116943,119443,120955,122290,123820,125497,127338,128902,130651,132099,133196,133655,134611,135218,135717,136120,132180,133107,133825,135186,137025,138769,140106,141069,142206,0.06498038483093592,0.05988785821016969,0.05264732713008575,0.049405847127240235,0.04580103635818594,0.04594205672401449,0.04550440909666259
374,03361,Verden,16403,17285,17052,17569,17521,18136,18742,19040,19495,19770,19978,20665,21173,21470,21782,21845,22601,23096,23780,2165815,2289804,2265371,2339482,2337179,2418816,2496029,2531783,2587536,2618887,2643567,2730520,2795536,2840349,2893444,2925724,3056639,3146080,3250553,9073.0,8884.0,8690.0,8550.0,8146.0,7356.0,7143.0,7037.0,127300,128736,129923,130947,131848,132527,133009,133412,133826,134095,134221,134032,133913,133749,133468,133351,132131,132033,132294,132837,133930,135244,136216,136691,136963,0.06858209744961978,0.06687895691712399,0.06488464123049355,0.06321907071663069,0.05980207905091913,0.05381480858286208,0.0521527711863788
375,05166,Viersen,15988,16678,16638,17156,17601,17761,18086,18313,18877,18450,19081,19823,20234,20407,20904,21165,21726,22418,23204,4765748,4998170,5008932,5171698,5305693,5352441,5439517,5497051,5654899,5509335,5672411,5872347,5983485,6023774,6166550,6272532,6475389,6693634,6934027,16459.0,18481.0,18648.0,18936.0,17940.0,16926.0,15879.0,16867.0,286895,289794,292557,295481,298092,299910,301597,303346,303926,304025,304199,303840,303548,303059,302228,301194,296240,295715,295185,294994,296364,298042,298578,298834,298899,0.05575825329877873,0.06264873183861366,0.06292262218083168,0.06353466961032338,0.06008480196129654,0.056640141349377914,0.053124968634890045
376,06535,Vogelsbergkreis,14085,14919,15117,15518,15730,15991,16517,16703,17226,17289,17876,18995,19297,20359,20650,21270,20599,21318,22146,1666471,1763264,1782165,1821406,1836095,1852373,1897024,1898680,1935926,1921024,1960567,2059934,2073850,2171575,2190429,2265504,2203995,2272404,2351104,3763.0,3746.0,3801.0,4003.0,3483.0,3808.0,4123.0,3944.0,118512,118847,119112,118761,118584,118510,118469,118211,117694,117079,116298,115278,114156,112959,111732,110109,108445,107471,106665,106073,106510,106997,106594,106165,105761,0.03527867622931608,0.035315301726169715,0.03568678997277251,0.0374122638952494,0.03267538510610353,0.03586869495596477,0.03898412458278572
377,14523,Vogtlandkreis,13289,13898,14226,14537,14737,14779,15220,15595,16010,16298,16564,16967,17364,17705,17911,18497,18959,19675,20424,3638592,3767825,3814994,3855309,3865278,3831261,3896612,3939111,3987328,4003911,4018267,4068252,4121039,4162438,4176579,4297921,4392631,4531510,4670812,13924.0,13947.0,13609.0,14649.0,13866.0,12891.0,12335.0,11570.0,284783,283450,281735,279817,277785,275406,272886,270126,267333,264558,261685,258604,255335,252037,248790,245850,239777,237335,235099,233180,232354,231685,230318,228690,226897,0.05922611325441623,0.059812162278068445,0.05857011284505539,0.06322808986339211,0.06020371833725545,0.05636888364161091,0.05436387435708714
378,13075,Vorpommern-Greifswald,11844,12336,12695,12799,13114,13286,13641,13817,14380,14668,14895,14886,15461,15784,16105,16558,17205,17954,18491,3199058,3287805,3334394,3320590,3366456,3375674,3434266,3448256,3554718,3589339,3613079,3598608,3712580,3768125,3831934,3941167,4092538,4258974,4380076,18003.0,17361.0,16403.0,16369.0,15107.0,14165.0,15239.0,13290.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,241745,240131,238738,237941,238028,237866,237220,236882,236160,0.0754090257939666,0.0729634657331019,0.0689120607659603,0.06881605609881193,0.0636835005480145,0.059797705186548575,0.06452828590785908
379,13073,Vorpommern-Rügen,12123,12676,13021,13155,13520,13742,14176,14419,15025,15335,15563,15979,16341,16692,17019,17593,18200,18877,19462,3082319,3188708,3236437,3234551,3290919,3308083,3372896,3392073,3494367,3527864,3546472,3602607,3664264,3729144,3800187,3943413,4093201,4248149,4376998,16788.0,15949.0,15032.0,16136.0,15738.0,15409.0,16010.0,15640.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,225464,224235,223414,223290,224145,224896,225047,224904,224693,0.07514300804783944,0.0714272918626002,0.06706373106694327,0.07174871940808196,0.06993205863664034,0.06851367694660833,0.07125277600993356
380,07233,Vulkaneifel,14237,14912,14883,15407,16104,16408,16874,17147,17446,17949,17994,18490,19017,19171,19494,19913,20786,21353,22332,922463,967909,965726,998989,1042395,1057502,1081686,1092810,1104153,1127578,1122743,1143522,1165780,1167902,1184621,1210400,1263279,1296762,1354506,2895.0,2902.0,2959.0,3059.0,2991.0,2836.0,3360.0,2748.0,62524,62998,63512,64069,64347,64374,64443,64280,64248,64048,63801,63440,62997,62524,62021,61568,61844,61303,60919,60770,60785,60776,60731,60654,60625,0.047522119535777015,0.04775382590093796,0.04867977297030517,0.0503323680400158,0.04924997118440335,0.046757015200976026,0.05542268041237113
381,06635,Waldeck-Frankenberg,14632,15337,15556,16342,16780,16568,16695,16638,17254,17683,18352,18991,19464,19496,19990,20364,21018,21663,22456,2480038,2595618,2629524,2754094,2816285,2767597,2769074,2738951,2817090,2859313,2939926,3016932,3070505,3059881,3129133,3197710,3316213,3414420,3527879,5509.0,6393.0,5392.0,5706.0,5936.0,5441.0,5702.0,5217.0,169413,170567,171102,170942,170721,170613,170513,170363,169969,169461,168761,167765,166623,165401,163956,162490,158859,157752,156950,156534,157026,157780,157612,157105,156680,0.03510035043007327,0.04084096745754916,0.03433826245335168,0.036164279376346815,0.037662106946171614,0.034632888832309604,0.03639264743426091
382,08337,Waldshut,15805,16810,16728,17028,17198,17397,17768,18011,18884,18878,19874,21009,21831,22344,22767,23976,24340,24858,25622,2583339,2754926,2755181,2810120,2839396,2871721,2929825,2966871,3105247,3093990,3247349,3428146,3567702,3664066,3750650,3992849,4097804,4214133,4366299,7158.0,7321.0,7491.0,7304.0,6850.0,6713.0,6568.0,6034.0,162801,163740,164225,164457,164793,164956,165534,166569,167003,167185,167333,167290,167307,167149,166675,166287,163172,163420,163982,164738,166536,168357,169525,170409,170811,0.043651132441365516,0.04444026272019813,0.04498126531200461,0.04338399947730121,0.04040701961362631,0.03939345926564911,0.03845185614509604
383,05570,Warendorf,15511,16061,15911,16359,16766,17123,17815,18405,19013,18553,19192,19947,20445,20985,21140,21261,22316,23066,23839,4302978,4482373,4458906,4590521,4705148,4801870,4984424,5129847,5270646,5114750,5268336,5455018,5579551,5723076,5771551,5855645,6194619,6403067,6618125,14122.0,14596.0,14577.0,14966.0,13248.0,12152.0,12462.0,12684.0,271289,273422,275060,276345,277709,279524,281319,282735,283180,283392,283568,283141,282215,281049,279540,278643,273477,272909,272728,273018,275422,277588,277601,277621,277812,0.051780528585257106,0.05346167651949688,0.052926055289700895,0.05391443434154214,0.04772317102604097,0.043771904863104734,0.044857673534620536
384,16063,Wartburgkreis,13147,13758,13920,14223,14553,14680,15200,15597,16052,16255,16521,17131,17656,18238,18294,18960,19480,20357,20932,1900144,1973244,1981017,2004285,2029536,2026644,2073600,2101186,2135491,2134913,2144919,2203640,2254019,2311804,2306143,2384155,2438767,2529272,2582883,4426.0,4731.0,4759.0,4821.0,4543.0,4415.0,4015.0,4363.0,149204,148603,147838,147075,146042,145215,144230,143121,141854,140360,139035,137485,135942,134320,132675,131217,128634,127666,126755,126059,125745,125192,124247,123395,119350,0.03491775472367954,0.037530045454906034,0.03784643524593423,0.03850885040577673,0.03656426312104115,0.035779407593500547,0.033640552995391704
385,09190,Weilheim-Schongau,16895,17494,17566,18196,18908,19149,19589,19921,20570,20364,21221,22176,21952,22250,22709,23557,24016,24617,25481,2115110,2213457,2243810,2337945,2436518,2473159,2529363,2572973,2656271,2622936,2731110,2857697,2838665,2892055,2970139,3110648,3203306,3300070,3434900,4593.0,4767.0,4600.0,4811.0,4966.0,4485.0,4701.0,4542.0,120068,121481,122784,123915,125057,126326,127657,129126,130027,130451,130803,130864,131134,131211,130904,130944,128867,129314,129978,130789,132048,133383,134056,134800,135413,0.03533674929603471,0.03644801932884264,0.03483581727856537,0.0360690642735581,0.03704422032583398,0.03327151335311573,0.03471601692599677
